1285;Közép fasor;46.2465315;20.16767;0
2619;Közép fasor (Bérkert u.);46.2489545;20.1705545;0
2942;Krematórium;46.254556;20.098779;0
1317;Lengyel u.;46.26053;20.15732;0
1321;Lidicei tér;46.2715675;20.172585;0
2548;Londoni krt. (Bakay N. u.);46.25507;20.138307;0
2848;Londoni krt. (Kálvária sgt.);46.251923;20.138612;0
2542;Londoni krt. (Kálvária sgt.);46.25196;20.13821;1
1333;Lugas utca;46.26692;20.170835;0
2849;Makkosház;46.2767445;20.146818;0
1346;Makkosház;46.2768146666667;20.14698;0
2898;Makkosházi krt.;46.2721243333333;20.1487316666667;0
2620;Makkosházi krt. (Csongrádi sgt.);46.273066;20.147845;0
1389;Malom (Dorozsmai út);46.273492;20.071709;0
1390;Malom (Jerney u.);46.272986;20.071583;0
1404;Marostői utca;46.247891;20.1744185;0
2547;Mars tér (Attila u.);46.256168;20.140789;0
4547;Mars tér (Aut. á.);46.25915;20.143991;0
4546;Mars tér (Aut. á.);46.259117;20.143915;0
2546;Mars tér (Aut. áll.);46.256902;20.1415825;0
1407;Mars tér (Mikszáth u.);46.2557325;20.1428385;0
2533;Mars tér (Szt. Rókus tér);46.2590636666667;20.1409086666667;0
1411;Mars tér (üzletsor);46.2577633333333;20.14093;0
1526;Moszkvai krt.;46.246464;20.137206;0
1528;Mura utca;46.257825;20.13096;0
1529;Múzeum;46.252557;20.151369;0
2643;Nagyszombati u. (páratlan oldal);46.275202;20.119442;0
2644;Nagyszombati u. (páros oldal);46.275836;20.118297;0
1596;Napfény köz;46.2263455;20.185956;0
2534;Napfényfürdő;46.249712;20.1601535;0
2622;Napos út (Dorozsmai út);46.265497;20.120894;0
1599;Negyvennyolcas u.;46.2794575;20.0639595;0
2895;Nyilassy utca;46.2572825;20.196636;0
1647;Ortutay utca;46.2733185;20.151574;0
2624;Öthalmi Diáklakások;46.2753865;20.099419;0
1703;Petőfi Sándor sgt.;46.246497;20.1386825;0
1708;Petőfitelep, Fő tér;46.2631633333333;20.1804666666667;0
1712;Pinty u.;46.237192;20.1831385;0
1713;Pipiske utca;46.2377165;20.18794;0
2185;Pulz utca;46.2644933333333;20.12589;1
4510;Pulz utca;46.264495;20.125905;0
1766;Radnóti u.;46.2425665;20.1809265;0
1768;Rákóczi u. (Vám tér);46.2438733333333;20.1327016666667;0
1784;Rendező tér;46.2280685;20.116162;0
1785;Rengey u.;46.277814;20.120784;0
1787;Repülőtér;46.251026;20.102235;0
1788;Repülőtér bej.út;46.2539065;20.1018305;0
1789;Retek utca;46.2666505;20.1575895;0
1790;Rév u.;46.258157;20.200594;0
4522;Rókus vá.;46.265945;20.125575;0
1798;Rókusi II. sz. Ált. Isk.;46.27078;20.1394975;1
1799;Rókusi templom;46.259285;20.141815;1
4512;Rókusi templom;46.259285;20.141815;0
2897;Rókusi templom;46.259361;20.141603;0
1800;Rókusi víztorony;46.26919;20.1360226666667;1
2625;Római krt. (Szilléri sgt.);46.260905;20.161402;0
1804;Rózsa u.;46.26634;20.15194;0
2579;Rózsa utca (Csongrádi sgt.);46.26641;20.151355;0
2581;Rózsa utca (József A. sgt.);46.2665;20.157425;1
2627;Rózsatő u. (Magyar u.);46.2103195;20.188871;0
2628;Rózsatő u. (Szerb u.);46.210435;20.195218;0
3310;Ságvári Gimnázium - SZTK;46.2474455;20.14528;0
2205;Ságvári Gimnázium-SZTK;46.24744;20.14536;0
1845;Sajka utca;46.259911;20.162162;0
1852;Sándor u.;46.26155;20.15691;0
1880;Sárkány u.;46.2367335;20.131648;0
1909;Somogyi utca;46.25047;20.14771;1
4513;Somogyi utca;46.25047;20.14771;0
2645;Sportcsarnok (Székely sor);46.24536;20.163055;0
2646;Sportcsarnok (Temesvári krt.);46.244129;20.1630065;0
1916;Subasa;46.275255;20.0323905;0
2856;Szabadkai út;46.242424;20.126381;0
1924;Szabadkai út;46.242445;20.127055;1
1929;Szabadság tér;46.2340725;20.1322395;0
